year,Base case cost,Modeled diesel efficiency
2019,191462.189803,360303.354378
2020,203206.994047,370980.449145
2021,211855.605324,378842.823033
2022,218196.878325,384607.61667
2023,223424.377342,389359.888504
2024,226801.892836,392430.357135
2025,232076.278941,397225.253594
2026,237380.277943,402047.070869
2027,242713.889843,406895.80896
2028,247060.405155,410847.186516
2029,252449.952529,415746.775038
2030,256334.177605,419277.888743
2031,261870.966886,424311.333544
2032,267852.772213,429749.338387
2033,273867.480759,435217.255247
2034,280432.495654,441185.450606
2035,284957.510932,445299.100859
2036,291588.332266,451327.120253
2037,295643.654084,455013.776451
2038,301864.007753,460668.643423
