year,Base case cost,Modeled transmission and interties
2021,211855.605324,
2022,218196.878325,
2023,223424.377342,
2024,226801.892836,
2025,232076.278941,
2026,237380.277943,
2027,242713.889843,
2028,247060.405155,
2029,252449.952529,
2030,256334.177605,
2031,261870.966886,
2032,267852.772213,
2033,273867.480759,
2034,280432.495654,
2035,284957.510932,
2036,291588.332266,
2037,295643.654084,
2038,301864.007753,
2039,307536.522815,
2040,314291.553803,
