year,Base case cost,Modeled biomass for heat (cordwood)
2017,158492.219337,170446.992658
2018,170628.469337,179420.729661
2019,187619.219337,191983.961465
2020,195594.469337,197880.988639
2021,201142.469337,201983.268412
2022,205303.469337,205059.978241
2023,208424.219337,207367.510613
2024,210504.719337,208905.865528
2025,213625.469337,211213.3979
2026,216746.219337,213520.930273
2027,219866.969337,215828.462645
2028,222294.219337,217623.210045
2029,225414.969337,219930.742418
2030,227495.469337,221469.097332
2031,230962.969337,224033.02219
2032,,
2033,,
2034,,
2035,,
2036,,
