year,Base case cost,Modeled non-residential energy efficiency
2017,324801.691402,335251.956678
2018,345148.196964,353463.780425
2019,373633.304753,378960.333672
2020,387003.865551,390928.103563
2021,396305.125237,399253.508704
2022,403281.070001,405497.56256
2023,408513.028575,410180.602952
2024,412001.000957,413302.629881
2025,417232.95953,417985.670273
2026,422464.918104,422668.710665
2027,427696.876677,427351.751057
2028,431766.17779,430994.115806
2029,436998.136363,435677.156199
2030,440486.108745,438799.183127
2031,446299.396049,444002.56134
