year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,64564.504959,47777.7336696
2018,64564.504959,47777.7336696
2019,64564.504959,47777.7336696
2020,64564.504959,47777.7336696
2021,64564.504959,47777.7336696
2022,64564.504959,47777.7336696
2023,64564.504959,47777.7336696
2024,64564.504959,47777.7336696
2025,64564.504959,47777.7336696
2026,64564.504959,47777.7336696
2027,64564.504959,47777.7336696
2028,64564.504959,47777.7336696
2029,64564.504959,47777.7336696
2030,64564.504959,47777.7336696
2031,64564.504959,47777.7336696
