year,Base case cost,Modeled diesel efficiency
2019,188882.096142,356547.066745
2020,202060.638267,364195.464184
2021,211519.185973,368563.582009
2022,218796.476759,371047.892796
2023,224421.279291,372126.771405
2024,229793.072565,373070.202007
2025,236087.281061,374944.536092
2026,243081.918453,377545.803579
2027,249244.451831,379478.679104
2028,254872.011957,381011.217544
2029,261772.201752,383784.678551
2030,266913.046522,385040.753115
2031,274570.195894,388664.473095
2032,282314.209478,392445.379091
2033,289825.895762,396091.463767
2034,298062.829289,400471.459148
2035,304158.49101,402977.690484
2036,312876.624705,407939.126607
2037,319788.534275,411328.012842
2038,328735.548279,416634.837784
