year,Base case diesel consumed,Modeled diesel efficiency
2019,56048.0997455,50952.8179505
2020,56599.6185622,51454.1986929
2021,57013.2576747,51830.2342497
2022,57426.8967872,52206.2698066
2023,57840.5358997,52582.3053634
2024,58323.1148643,53021.013513
2025,58874.633681,53522.3942555
2026,59288.2727935,53898.4298123
2027,59770.8517581,54337.1379619
2028,60253.4307227,54775.8461116
2029,60736.0096873,55214.5542612
2030,61218.5886519,55653.2624108
2031,61701.1676165,56091.9705605
2032,62183.7465811,56530.6787101
2033,62597.3856936,56906.7142669
2034,63148.9045103,57408.0950094
2035,63631.4834749,57846.803159
2036,64114.0624395,58285.5113087
2037,64734.5211083,58849.5646439
2038,65354.9797771,59413.6179791
