year,Base case cost,Modeled wind power
2019,188882.096142,
2020,202060.638267,
2021,211519.185973,
2022,218796.476759,
2023,224421.279291,
2024,229793.072565,
2025,236087.281061,
2026,243081.918453,
2027,249244.451831,
2028,254872.011957,
2029,261772.201752,
2030,266913.046522,
2031,274570.195894,
2032,282314.209478,
2033,289825.895762,
2034,298062.829289,
2035,304158.49101,
2036,312876.624705,
2037,319788.534275,
2038,328735.548279,
