year,Base case cost,Modeled non-residential energy efficiency
2017,516978.952226,541870.98217
2018,544510.353749,565614.74576
2019,582699.071992,599302.305953
2020,600461.266523,614055.243767
2021,612894.802695,623898.747192
2022,621775.899961,630481.993601
2023,627992.668047,634629.113965
2024,633321.326406,637989.330145
2025,639538.094492,642211.885494
2026,647531.082031,648120.975394
2027,653747.850117,652415.471141
2028,659076.508476,655919.608612
2029,666181.386289,661107.780988
2030,670621.934922,663853.849273
2031,678614.922461,669932.519981
