year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,29654.31,311856.38,344234.32,20271.97,205122.57,251952.73
2018,31391.79,331871.37,369925.26,21166.34,212638.98,264812.73
2019,33838.5,359634.11,404060.87,22362.92,223064.96,281602.3
2020,34838.43,372547.01,430934.71,23036.82,227914.25,295500.48
2021,35498.19,381586.04,447417.13,23540.39,231308.76,303847.68
2022,35921.81,388042.49,461437.8,23939.3,233733.41,311020.14
2023,36165.12,392562.01,473568.91,24262.96,235430.66,317295.0
2024,36293.91,396435.88,485138.62,24607.36,236885.45,323296.86
2025,36474.67,400955.4,497561.6,24981.51,238582.7,329683.4
2026,36799.76,406766.2,511604.62,25381.9,240764.88,336806.23
2027,36976.72,411285.72,531958.72,25755.92,242462.13,347453.21
2028,37109.4,415159.59,544166.24,26091.22,243916.92,353699.12
2029,37353.82,420324.75,558058.66,26480.05,245856.64,360706.12
2030,37417.83,423552.97,569758.83,26796.15,247068.96,366699.71
2031,37686.44,429363.78,584763.96,27235.55,249251.14,374190.67
2032,37965.0,435174.58,607970.46,27664.83,251433.33,386045.48
2033,38248.35,440985.39,623462.04,28088.42,253615.51,393722.58
2034,38510.08,446796.19,639148.2,28528.03,255797.69,401474.13
2035,38597.94,450670.06,652469.16,28890.67,257252.48,408146.09
2036,38882.15,457126.51,669376.13,29380.83,259677.13,416422.96
2037,38915.63,461000.38,691438.97,29784.7,261131.91,427665.59
2038,39064.54,466811.19,707946.7,30308.57,263314.1,435731.51
2039,39173.61,471330.71,731446.55,30719.87,265011.35,447582.18
2040,39409.8,478432.8,750276.99,31311.73,267678.46,456653.24
