year,Base case cost,Modeled residential energy efficiency
2017,596187.057364,570387.760858
2018,634737.989109,600602.115588
2019,685663.16752,640793.044083
2020,726435.192733,675563.353586
2021,751264.813331,695658.926447
2022,772457.938042,712977.109214
2023,790863.904757,728162.454313
2024,808435.480101,742759.215215
2025,827245.002868,758431.24124
2026,848410.848315,776092.193159
2027,879411.935198,804035.057348
2028,897865.35525,819672.255674
2029,918764.777104,837385.304554
2030,936458.538389,852540.425742
2031,958954.624156,871718.485962
2032,994015.937052,903496.560613
2033,1017184.61624,923415.973539
2034,1040622.3328,943637.599596
2035,1060615.24446,961058.074683
2036,1085799.09013,982886.11501
