year,Base case cost,Modeled water and wastewater efficiency
2017,49926.2807508,50057.5758075
2018,52558.1298618,51492.5985656
2019,56201.4147576,53623.8322452
2020,57875.2462171,54431.0108001
2021,59038.5828422,54897.4960751
2022,59861.1032986,55139.9533242
2023,60428.0710358,55216.5598014
2024,60901.2765212,55241.8961993
2025,61456.1867295,55330.7374903
2026,62181.6611373,55540.3174164
2027,62732.6427119,55640.9190396
2028,63200.6148491,55690.6040655
2029,63833.8701699,55859.8281868
2030,64213.973829,55863.822179
2031,64921.9837319,56099.7234864
