year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,55151.88,6139.42,64564.5,62625.03
2018,55634.46,6107.17,64564.5,63706.05
2019,56048.1,6074.97,64564.5,64787.06
2020,56599.62,6037.7,64564.5,66949.08
2021,57013.26,6006.31,64564.5,68030.1
2022,57426.9,5976.85,64564.5,69111.11
2023,57840.54,5948.06,64564.5,70192.12
2024,58323.11,5910.91,64564.5,71273.14
2025,58874.63,5873.39,64564.5,72354.15
2026,59288.27,5841.09,64564.5,73435.16
2027,59770.85,5804.68,64564.5,75597.19
2028,60253.43,5771.15,64564.5,76678.2
2029,60736.01,5737.78,64564.5,77759.21
2030,61218.59,5703.8,64564.5,78840.23
2031,61701.17,5667.0,64564.5,79921.24
2032,62183.75,5632.66,64564.5,82083.27
2033,62597.39,5599.93,64564.5,83164.28
2034,63148.9,5564.92,64564.5,84245.29
2035,63631.48,5529.67,64564.5,85326.3
2036,64114.06,5491.71,64564.5,86407.32
2037,64734.52,5450.25,64564.5,88569.34
2038,65354.98,5403.0,64564.5,89650.36
2039,65837.56,5366.14,64564.5,91812.38
2040,66526.96,5318.35,64564.5,92893.4
