year,Base case diesel consumed,Modeled non-residential ashp
2017,101059.228939,87190.1799989
2018,101059.228939,87190.1799989
2019,101059.228939,87190.1799989
2020,102615.301979,88746.2530387
2021,102615.301979,88746.2530387
2022,102615.301979,88746.2530387
2023,102615.301979,88746.2530387
2024,101059.228939,87190.1799989
2025,101059.228939,87190.1799989
2026,101059.228939,87190.1799989
2027,102615.301979,88746.2530387
2028,102615.301979,88746.2530387
2029,102615.301979,88746.2530387
2030,102615.301979,88746.2530387
2031,102615.301979,88746.2530387
