year,Base case diesel consumed,Modeled diesel efficiency
2019,88083.3754381,80075.7958528
2020,88083.3754381,80075.7958528
2021,88083.3754381,80075.7958528
2022,88083.3754381,80075.7958528
2023,88083.3754381,80075.7958528
2024,88083.3754381,80075.7958528
2025,88083.3754381,80075.7958528
2026,88083.3754381,80075.7958528
2027,88083.3754381,80075.7958528
2028,88083.3754381,80075.7958528
2029,88083.3754381,80075.7958528
2030,88083.3754381,80075.7958528
2031,88083.3754381,80075.7958528
2032,88083.3754381,80075.7958528
2033,88083.3754381,80075.7958528
2034,88083.3754381,80075.7958528
2035,88083.3754381,80075.7958528
2036,88007.4411664,80006.7646968
2037,88007.4411664,80006.7646968
2038,88007.4411664,80006.7646968
