year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,271130
2004,,0,0,0,0,0,274440
2005,,0,0,0,0,0,286020
2006,,0,0,0,0,0,274680
2007,,0,0,0,0,0,257460
2008,,0,0,0,0,0,275672
2009,,0,0,0,0,0,167225
2010,,0,0,0,0,0,335452
2011,,0,0,0,0,0,320695
2012,,0,0,0,0,0,308832
2013,,0,0,0,0,0,281946
2014,start of forecast,0,0,0,0,0,299000
2015,,0,0,0,0,0,299000
2016,,0,0,0,0,0,299000
2017,,0,0,0,0,0,299000
2018,,0,0,0,0,0,299000
2019,,0,0,0,0,0,298000
2020,,0,0,0,0,0,298000
2021,,0,0,0,0,0,298000
2022,,0,0,0,0,0,298000
2023,,0,0,0,0,0,298000
2024,,0,0,0,0,0,298000
2025,,0,0,0,0,0,298000
2026,,0,0,0,0,0,298000
2027,,0,0,0,0,0,298000
2028,,0,0,0,0,0,298000
2029,,0,0,0,0,0,297000
2030,,0,0,0,0,0,297000
2031,,0,0,0,0,0,297000
2032,,0,0,0,0,0,297000
2033,,0,0,0,0,0,297000
2034,,0,0,0,0,0,297000
2035,,0,0,0,0,0,297000
2036,,0,0,0,0,0,297000
2037,,0,0,0,0,0,297000
2038,,0,0,0,0,0,297000
2039,,0,0,0,0,0,296000
2040,,0,0,0,0,0,296000
