year,Base case diesel consumed,Modeled residential energy efficiency
2017,35092.9690439,24567.2943815
2018,35092.9690439,24567.2943815
2019,35092.9690439,24567.2943815
2020,35092.9690439,24567.2943815
2021,35092.9690439,24567.2943815
2022,33692.5400957,23166.8654334
2023,33692.5400957,23166.8654334
2024,33692.5400957,23166.8654334
2025,33692.5400957,23166.8654334
2026,33692.5400957,23166.8654334
2027,33692.5400957,23166.8654334
2028,33692.5400957,23166.8654334
2029,32292.1111476,21766.4364852
2030,32292.1111476,21766.4364852
2031,32292.1111476,21766.4364852
2032,32292.1111476,21766.4364852
2033,32292.1111476,21766.4364852
2034,32292.1111476,21766.4364852
2035,32292.1111476,21766.4364852
2036,30891.6821994,20366.0075371
