year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,36248.9990366,26824.2592871
2018,36248.9990366,26824.2592871
2019,36248.9990366,26824.2592871
2020,36248.9990366,26824.2592871
2021,36248.9990366,26824.2592871
2022,36248.9990366,26824.2592871
2023,36248.9990366,26824.2592871
2024,36248.9990366,26824.2592871
2025,36248.9990366,26824.2592871
2026,36248.9990366,26824.2592871
2027,36248.9990366,26824.2592871
2028,36248.9990366,26824.2592871
2029,36248.9990366,26824.2592871
2030,36248.9990366,26824.2592871
2031,36248.9990366,26824.2592871
