year,Base case cost,Modeled residential energy efficiency
2017,245237.148367,213380.758988
2018,262901.650635,226670.061807
2019,287926.362183,245754.456064
2020,299702.697029,254445.817257
2021,308044.267545,260452.308498
2022,302091.942963,252598.721815
2023,306335.446283,255374.480433
2024,309635.948864,257429.949475
2025,313879.452183,260229.817554
2026,319065.95624,263773.805484
2027,323309.459559,266596.666133
2028,327081.46251,269064.376881
2029,318256.937838,258735.880219
2030,320970.858552,260377.435726
2031,325946.379862,263764.639922
2032,330921.901171,267161.933795
2033,336349.742599,270916.144242
2034,341777.584027,274679.976957
2035,344943.82486,276717.889551
2036,335903.480064,265926.852544
