year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2005,,2.71,3.0
2008,,4.0,4.73
2009,,3.29,5.91
2010,,3.62,5.93
2011,,4.57,6.44
2012,,4.96,6.52
2013,,5.42,7.28
2014,,,7.22
2016,,2.11,3.06
2017,,2.59,3.54
2018,,2.95,3.9
2019,,3.46,4.41
2020,,3.7,4.65
2021,,3.87,4.82
2022,,4.0,4.95
2023,,4.09,5.04
2024,,4.16,5.11
2025,,4.25,5.2
2026,,4.36,5.31
2027,,4.45,5.4
2028,,4.53,5.48
2029,,4.63,5.58
2030,,4.69,5.64
2031,,4.8,5.75
2032,,4.91,5.86
2033,,5.03,5.98
2034,,5.15,6.1
2035,,5.22,6.17
2036,,5.35,6.3
2037,,5.42,6.37
2038,,5.54,6.49
2039,,5.64,6.59
2040,,5.77,6.72
