year,Base case cost,Modeled diesel efficiency
2019,88947.1524618,232128.045484
2020,95116.8971412,234191.584019
2021,99487.1329558,234702.298853
2022,102829.07799,234359.349833
2023,105142.732245,233160.83509
2024,106942.24111,231572.302231
2025,109255.895365,230526.747338
2026,112083.69501,230022.399156
2027,114397.349264,229122.718125
2028,116453.930824,228059.71755
2029,118625.246171,227169.753681
2030,120162.50638,225770.498425
2031,122980.816764,225601.383389
2032,125799.127149,225496.281212
2033,128873.647568,225686.609817
2034,131948.167987,225937.985847
2035,133741.638231,225084.387418
2036,137072.368685,225686.517627
2037,138865.83893,224947.993405
2038,141940.359349,225429.582548
