year,Base case cost,Modeled water and wastewater efficiency
2017,85032.5551737,100361.898725
2018,91235.6237069,104715.107699
2019,99553.7586217,110550.729465
2020,103525.708922,113339.220095
2021,106590.316484,115491.570164
2022,108679.497623,116959.305914
2023,110376.257601,118151.59621
2024,111698.904193,119081.465686
2025,113220.342653,120150.913756
2026,115137.919346,121498.485428
2027,116793.652092,122663.554875
2028,118171.870117,123633.023803
2029,120074.987073,124970.340973
2030,121261.144479,125805.046474
2031,123204.976018,127171.3714
