year,Base case diesel consumed,Modeled non-residential ashp
2017,158732.174649,111112.522302
2018,158732.174649,111112.522302
2019,158732.174649,111112.522302
2020,158732.174649,111112.522302
2021,158732.174649,111112.522302
2022,158732.174649,111112.522302
2023,158732.174649,111112.522302
2024,158732.174649,111112.522302
2025,158732.174649,111112.522302
2026,158732.174649,111112.522302
2027,158732.174649,111112.522302
2028,158732.174649,111112.522302
2029,158732.174649,111112.522302
2030,158732.174649,111112.522302
2031,158732.174649,111112.522302
