year,Base case cost,Modeled biomass for heat (cordwood)
2017,777810.941232,917948.592896
2018,828605.181232,955506.585786
2019,898447.261232,1007148.82601
2020,930193.661232,1030622.57156
2021,954003.461232,1048227.88073
2022,969876.661232,1059964.75351
2023,982575.221232,1069354.25173
2024,992099.141232,1076396.3754
2025,1003210.38123,1084612.18634
2026,1017496.26123,1095175.37184
2027,1028607.50123,1103391.18279
2028,1038131.42123,1110433.30645
2029,1052417.30123,1120996.49195
2030,1060353.90123,1126864.92834
2031,1074639.78123,1137428.11384
2032,,
2033,,
2034,,
2035,,
2036,,
