year,population
2003,697.0
2004,683.0
2005,678.0
2006,675.0
2007,694.0
2008,708.0
2009,692.0
2010,721.0
2011,733.0
2012,743.0
2013,752.0
2014,761.0
2015,770.0
2016,780.0
2017,790.0
2018,808.0
2019,819.0
2020,833.0
2021,846.0
2022,857.0
2023,867.0
2024,876.0
2025,886.0
2026,896.0
2027,911.0
2028,922.0
2029,931.0
2030,941.0
2031,952.0
2032,963.0
2033,974.0
2034,986.0
2035,997.0
2036,1008.0
2037,1023.0
2038,1035.0
2039,1048.0
2040,1062.0
