year,Base case diesel consumed,Modeled residential energy efficiency
2017,93003.7287274,45581.8599688
2018,95963.7167806,48541.848022
2019,97443.7108072,50021.8420486
2020,100403.69886,52981.8301018
2021,102623.6899,55201.8211417
2022,104103.683927,56681.8151683
2023,106323.674967,58901.8062082
2024,107803.668993,60381.8002347
2025,109283.66302,61861.7942613
2026,111503.65406,64081.7853012
2027,113723.6451,66301.7763411
2028,115943.63614,68521.767381
2029,117423.630166,70001.7614076
2030,119643.621206,72221.7524475
2031,121123.615233,73701.7464741
2032,123343.606273,75921.737514
2033,124823.600299,77401.7315406
2034,127043.591339,79621.7225805
2035,129263.582379,81841.7136204
2036,131483.573419,84061.7046603
