year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,412026.0,204625.0,207401.0
2004,,420710.0,198492.0,222218.0
2005,,357284.0,159613.0,197671.0
2006,,463030.0,189032.0,273998.0
2007,,532914.0,214453.0,318461.0
2008,,525012.0,205518.0,319494.0
2009,,550718.0,232274.0,318444.0
2010,,592402.0,241168.0,351234.0
2011,,610080.0,258172.0,351908.0
2012,,624348.0,257739.0,366609.0
2013,,603997.0,261372.0,342625.0
2014,start of forecast,610586.0,256872.0,353714.0
2015,,611953.0,258239.0,353714.0
2016,,613062.0,259348.0,353714.0
2017,,614586.0,260872.0,353714.0
2018,,616074.0,262360.0,353714.0
2019,,619983.0,266269.0,353714.0
2020,,621158.0,267444.0,353714.0
2021,,622753.0,269039.0,353714.0
2022,,625387.0,271673.0,353714.0
2023,,626984.0,273270.0,353714.0
2024,,628675.0,274961.0,353714.0
2025,,629893.0,276179.0,353714.0
2026,,631129.0,277415.0,353714.0
2027,,632138.0,278424.0,353714.0
2028,,634662.0,280948.0,353714.0
2029,,636185.0,282471.0,353714.0
2030,,637544.0,283830.0,353714.0
2031,,638491.0,284777.0,353714.0
2032,,637111.0,283397.0,353714.0
2033,,637789.0,284075.0,353714.0
2034,,636007.0,282293.0,353714.0
2035,,636230.0,282516.0,353714.0
2036,,637707.0,283993.0,353714.0
2037,,638258.0,284544.0,353714.0
2038,,642768.0,289054.0,353714.0
2039,,645844.0,292130.0,353714.0
2040,,647298.0,293584.0,353714.0
