year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,127680.0,110416.024942
2018,127682.0,110418.024942
2019,128747.0,111483.024942
2020,128749.0,111485.024942
2021,129810.0,112546.024942
2022,129815.0,112551.024942
2023,129817.0,112553.024942
2024,130877.0,113613.024942
2025,130879.0,113615.024942
2026,130882.0,113618.024942
2027,130883.0,113619.024942
2028,131946.0,114682.024942
2029,131948.0,114684.024942
2030,131951.0,114687.024942
2031,131952.0,114688.024942
2032,131950.0,114686.024942
2033,131951.0,114687.024942
2034,131948.0,114684.024942
2035,131948.0,114684.024942
2036,131951.0,114687.024942
