year,Base case cost,Modeled residential energy efficiency
2017,394781.190875,392124.679682
2018,423710.582235,415698.06426
2019,472160.978644,457329.615583
2020,491014.274873,472330.562165
2021,513437.31989,491708.781827
2022,523305.81097,499028.378551
2023,530168.897948,503772.044605
2024,545474.108424,517153.467893
2025,552369.34188,521997.04639
2026,560634.489268,528058.11073
2027,567712.377915,533113.653904
2028,583612.362196,547196.328041
2029,591558.872042,553075.594121
2030,596438.307911,556306.858417
2031,605035.409206,562801.423289
2032,613864.86459,569521.805413
2033,622461.965885,576062.534357
2034,631570.246175,583070.952409
2035,637332.627584,587185.676301
2036,646766.203599,594520.534114
