year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,475622
2004,,0,0,0,0,0,478620
2005,,0,0,0,0,0,412500
2006,,0,0,0,0,0,441932
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,232920
2009,,0,0,0,0,0,619939
2010,,0,0,0,0,0,685566
2011,,0,0,0,0,0,670355
2012,,0,0,0,0,0,679754
2013,,0,0,0,0,0,707310
2014,start of forecast,0,0,0,0,0,683000
2015,,0,0,0,0,0,684000
2016,,0,0,0,0,0,686000
2017,,0,0,0,0,0,687000
2018,,0,0,0,0,0,689000
2019,,0,0,0,0,0,693000
2020,,0,0,0,0,0,695000
2021,,0,0,0,0,0,696000
2022,,0,0,0,0,0,699000
2023,,0,0,0,0,0,701000
2024,,0,0,0,0,0,703000
2025,,0,0,0,0,0,704000
2026,,0,0,0,0,0,706000
2027,,0,0,0,0,0,707000
2028,,0,0,0,0,0,710000
2029,,0,0,0,0,0,711000
2030,,0,0,0,0,0,713000
2031,,0,0,0,0,0,714000
2032,,0,0,0,0,0,713000
2033,,0,0,0,0,0,713000
2034,,0,0,0,0,0,711000
2035,,0,0,0,0,0,712000
2036,,0,0,0,0,0,713000
2037,,0,0,0,0,0,714000
2038,,0,0,0,0,0,719000
2039,,0,0,0,0,0,722000
2040,,0,0,0,0,0,724000
