year,Base case cost,Modeled diesel efficiency
2019,254067.333668,404560.305011
2020,268592.73728,413696.701716
2021,278595.974546,418817.393951
2022,286927.052119,422511.061947
2023,292720.957486,423989.148161
2024,297630.561897,424752.13144
2025,302982.873184,426004.301165
2026,309768.603307,428644.271926
2027,315288.436581,430216.135348
2028,320741.3167,431807.901825
2029,326830.344529,434056.860876
2030,331220.922886,434838.80281
2031,337810.01289,437694.614169
2032,343618.152757,439913.930318
2033,349734.119494,442484.826846
2034,355214.541285,444548.01165
2035,359807.741033,445873.045403
2036,367024.122755,449649.601031
2037,371544.666274,451040.63978
2038,380780.677874,456782.183611
