year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31996.39,293819.02,274443.8,26588.15,138713.5,120337.39
2018,34422.1,315979.9,292578.53,28984.07,151156.56,131132.06
2019,37774.2,346422.13,323683.81,32293.43,168249.5,148477.16
2020,39331.34,360599.79,335512.04,33831.38,176210.09,155502.24
2021,40423.66,370471.15,350325.26,34909.56,181752.74,163112.06
2022,41245.13,377758.74,356521.53,35719.17,185844.63,166784.29
2023,41814.66,382826.92,360830.75,36280.7,188690.35,169338.15
2024,42284.22,386967.59,371192.39,36743.35,191015.29,174281.72
2025,42843.41,391969.53,375525.14,37295.01,193823.81,176844.21
2026,43511.76,397965.22,380718.69,37954.57,197190.32,179915.8
2027,44083.89,403099.65,385166.21,38519.24,200073.24,182546.17
2028,44563.89,407240.33,395917.6,38991.56,202398.18,187694.77
2029,45200.37,412904.77,400914.64,39619.42,205578.7,190644.23
2030,45596.08,416382.93,403983.01,40009.43,207531.64,192455.3
2031,46277.73,422511.13,409389.17,40682.47,210972.55,195646.24
2032,46951.45,428804.95,414941.44,41349.6,214506.46,198923.42
2033,47630.24,434933.15,420347.6,42020.03,217947.36,202114.36
2034,48320.46,441425.72,426075.21,42703.78,221592.87,205495.03
2035,48772.72,445533.27,429698.8,43150.66,223899.2,207633.82
2036,49526.5,452257.72,435630.97,43894.59,227674.9,211135.23
2037,49972.08,456265.89,439166.89,44334.61,229925.44,213222.28
2038,50749.23,462857.84,453034.74,45099.26,233626.74,220149.13
2039,51339.34,467892.9,457556.94,45680.2,236453.86,222813.16
2040,52149.96,475114.23,472290.95,46480.43,240508.56,230231.3
