year,Base case cost,Modeled non-residential energy efficiency
2017,432532.521293,438642.651885
2018,467136.465825,469022.908028
2019,514671.630287,511148.584452
2020,536809.878807,530274.381724
2021,552223.892963,543326.702203
2022,563603.366501,552743.256568
2023,571517.273098,559039.318225
2024,577982.883063,564043.064711
2025,585793.3399,570286.020302
2026,595155.543129,577955.270061
2027,603172.899486,584424.569483
2028,609638.509451,589505.913388
2029,618483.463883,596762.427897
2030,623914.576253,600942.115551
2031,633483.679001,608890.353498
