year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,66250.7618339,49025.5637571
2018,66250.7618339,49025.5637571
2019,66250.7618339,49025.5637571
2020,66250.7618339,49025.5637571
2021,66250.7618339,49025.5637571
2022,66250.7618339,49025.5637571
2023,66250.7618339,49025.5637571
2024,66250.7618339,49025.5637571
2025,66250.7618339,49025.5637571
2026,66250.7618339,49025.5637571
2027,66250.7618339,49025.5637571
2028,66250.7618339,49025.5637571
2029,66250.7618339,49025.5637571
2030,66250.7618339,49025.5637571
2031,66250.7618339,49025.5637571
