year,Base case cost,Modeled residential energy efficiency
2017,783736.236893,753857.134759
2018,828780.374318,789370.617766
2019,899104.608956,847354.425054
2020,933884.655768,875101.211268
2021,961636.115806,897304.959113
2022,984665.136878,915793.032596
2023,1004097.25706,931450.986818
2024,1022417.60708,946285.22617
2025,1063565.87494,983756.740032
2026,1086474.41594,1002557.98393
2027,1106884.05829,1019383.77156
2028,1126099.32298,1035298.77641
2029,1159366.84001,1064832.26262
2030,1176165.81354,1078895.03906
2031,1200285.93132,1099126.84564
2032,1236042.01029,1131035.3798
2033,1260781.68437,1151967.31998
2034,1297405.14217,1184821.92172
2035,1318189.94949,1202592.15493
2036,1355598.1786,1236306.57142
