year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,947343
2004,,0,0,0,0,0,208880
2005,,0,0,0,0,0,947098
2006,,0,0,0,0,0,968206
2007,,0,0,0,0,0,973777
2008,,0,0,0,0,0,1065109
2009,,0,0,0,0,0,1191057
2010,,0,0,0,0,0,1264788
2011,,0,0,0,0,0,1074884
2012,,0,0,0,0,0,1047402
2013,,0,0,191699,0,0,873606
2014,start of forecast,0,0,203889,0,0,1097111
2015,,0,0,203889,0,0,1107111
2016,,0,0,203889,0,0,1120111
2017,,0,0,203889,0,0,1139111
2018,,0,0,203889,0,0,1154111
2019,,0,0,203889,0,0,1174111
2020,,0,0,203889,0,0,1189111
2021,,0,0,203889,0,0,1206111
2022,,0,0,203889,0,0,1223111
2023,,0,0,203889,0,0,1237111
2024,,0,0,203889,0,0,1251111
2025,,0,0,203889,0,0,1280111
2026,,0,0,203889,0,0,1297111
2027,,0,0,203889,0,0,1314111
2028,,0,0,203889,0,0,1328111
2029,,0,0,203889,0,0,1346111
2030,,0,0,203889,0,0,1365111
2031,,0,0,203889,0,0,1383111
2032,,0,0,203889,0,0,1401111
2033,,0,0,203889,0,0,1419111
2034,,0,0,203889,0,0,1440111
2035,,0,0,203889,0,0,1456111
2036,,0,0,203889,0,0,1476111
2037,,0,0,203889,0,0,1494111
2038,,0,0,203889,0,0,1513111
2039,,0,0,203889,0,0,1536111
2040,,0,0,203889,0,0,1556111
