year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,113827.788943,84299.3038177
2018,113827.788943,84299.3038177
2019,113827.788943,84299.3038177
2020,113827.788943,84299.3038177
2021,113827.788943,84299.3038177
2022,113827.788943,84299.3038177
2023,113827.788943,84299.3038177
2024,113827.788943,84299.3038177
2025,113827.788943,84299.3038177
2026,113827.788943,84299.3038177
2027,113827.788943,84299.3038177
2028,113827.788943,84299.3038177
2029,113827.788943,84299.3038177
2030,113827.788943,84299.3038177
2031,113827.788943,84299.3038177
