year,Base case cost,Modeled non-residential energy efficiency
2017,725499.149727,811840.186351
2018,765177.860086,846981.863412
2019,820728.054588,897496.334979
2020,847180.52816,920032.045736
2021,865697.259661,934987.256769
2022,878923.496447,944910.330846
2023,888181.862198,951074.673366
2024,896117.604269,956028.722521
2025,905375.97002,962320.952938
2026,917279.583127,971224.879218
2027,926537.948878,977639.073022
2028,934473.69095,982837.117604
2029,945054.680379,990642.620297
2030,950345.175093,993404.261094
2031,962248.788201,1002595.68439
