year,Base case cost,Modeled non-residential energy efficiency
2017,1256629.54039,1299501.77663
2018,1326168.53572,1358071.45047
2019,1426880.18414,1444924.934
2020,1472440.21557,1482014.56535
2021,1503612.86865,1506192.76262
2022,1527591.83256,1523961.04807
2023,1544377.10729,1535317.22176
2024,1558764.48564,1544594.98532
2025,1575549.76037,1556128.09076
2026,1594732.9315,1569914.48923
2027,1611518.20624,1581616.32991
2028,1625905.58458,1591231.65893
2029,1642690.85932,1603094.41809
2030,1654680.34127,1610698.96907
2031,1676261.40879,1627051.04204
