year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1277812
2004,,0,0,0,0,0,1446431
2005,,0,0,0,0,0,1748743
2006,,0,0,0,0,0,1835935
2007,,0,0,0,0,0,1738817
2008,,0,0,0,0,0,2811711
2009,,0,0,0,0,0,1966326
2010,,0,0,0,0,0,1901467
2011,,0,0,0,0,0,1885185
2012,,0,0,0,0,0,1963726
2013,,0,0,0,0,0,1908909
2014,start of forecast,0,0,0,0,0,1950000
2015,,0,0,0,0,0,1977000
2016,,0,0,0,0,0,2012000
2017,,0,0,0,0,0,2045000
2018,,0,0,0,0,0,2080000
2019,,0,0,0,0,0,2114000
2020,,0,0,0,0,0,2146000
2021,,0,0,0,0,0,2199000
2022,,0,0,0,0,0,2234000
2023,,0,0,0,0,0,2265000
2024,,0,0,0,0,0,2297000
2025,,0,0,0,0,0,2329000
2026,,0,0,0,0,0,2363000
2027,,0,0,0,0,0,2396000
2028,,0,0,0,0,0,2436000
2029,,0,0,0,0,0,2471000
2030,,0,0,0,0,0,2507000
2031,,0,0,0,0,0,2542000
2032,,0,0,0,0,0,2577000
2033,,0,0,0,0,0,2609000
2034,,0,0,0,0,0,2644000
2035,,0,0,0,0,0,2687000
2036,,0,0,0,0,0,2724000
2037,,0,0,0,0,0,2762000
2038,,0,0,0,0,0,2798000
2039,,0,0,0,0,0,2840000
2040,,0,0,0,0,0,2880000
