year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,151339.100999,111990.934739
2018,151339.100999,111990.934739
2019,151339.100999,111990.934739
2020,151339.100999,111990.934739
2021,151339.100999,111990.934739
2022,151339.100999,111990.934739
2023,151339.100999,111990.934739
2024,151339.100999,111990.934739
2025,151339.100999,111990.934739
2026,151339.100999,111990.934739
2027,151339.100999,111990.934739
2028,151339.100999,111990.934739
2029,151339.100999,111990.934739
2030,151339.100999,111990.934739
2031,151339.100999,111990.934739
