year,annotation,Electricity price ($/kwh)
2002,,0.61
2003,,0.58
2004,,0.62
2005,,0.64
2006,,0.58
2007,,0.77
2008,,0.7
2009,,0.96
2010,,0.6
2011,,0.82
2012,,0.83
2013,,0.86
2016,start of forecast,0.85
2017,,0.85
2018,,0.85
2019,,0.85
2020,,0.85
2021,,0.85
2022,,0.85
2023,,0.85
2024,,0.85
2025,,0.85
2026,,0.85
2027,,0.85
2028,,0.85
2029,,0.85
2030,,0.85
2031,,0.85
2032,,0.85
2033,,0.85
2034,,0.85
2035,,0.85
2036,,0.85
2037,,0.85
2038,,0.85
2039,,0.85
2040,,0.85
