year,Base case cost,Modeled water and wastewater efficiency
2017,53869.5568021,57355.3570595
2018,56256.1624181,58472.3422782
2019,59467.9742676,60139.2370694
2020,61311.2261915,60924.7397994
2021,63265.9264498,61815.8208857
2022,64481.7570899,62212.4059475
2023,65516.8075653,62500.0553006
2024,66784.6865368,62963.1954797
2025,67935.1131136,63351.4114781
2026,69161.7856593,63796.3584338
2027,70364.1161975,64235.3387198
2028,71571.5965581,64691.0492318
2029,72761.3011161,65137.6922404
2030,73838.2724473,65521.6247434
2031,75001.4893727,65963.1797462
