year,Base case diesel consumed,Modeled non-residential ashp
2017,10384.4887634,-12190.4867866
2018,10384.4887634,-12190.4867866
2019,10384.4887634,-12190.4867866
2020,10384.4887634,-12190.4867866
2021,10384.4887634,-12190.4867866
2022,10384.4887634,-12190.4867866
2023,10384.4887634,-12190.4867866
2024,10384.4887634,-12190.4867866
2025,10384.4887634,-12190.4867866
2026,10384.4887634,-12190.4867866
2027,10384.4887634,-12190.4867866
2028,10384.4887634,-12190.4867866
2029,10384.4887634,-12190.4867866
2030,10384.4887634,-12190.4867866
2031,10384.4887634,-12190.4867866
