year,Base case cost,Modeled non-residential energy efficiency
2017,1522370.33114,1528348.07396
2018,1611212.64335,1608494.34461
2019,1732959.51564,1718324.41922
2020,1792187.72378,1771755.26632
2021,1831673.19587,1807375.83106
2022,1861287.29994,1834091.25461
2023,1881030.03599,1851901.53698
2024,1897482.31603,1866743.43895
2025,1920515.50808,1887522.10171
2026,1943548.70014,1908300.76448
2027,1963291.43618,1926111.04685
2028,1983034.17223,1943921.32921
2029,2006067.36428,1964699.99198
2030,2019229.18831,1976573.51356
2031,2045552.83638,2000320.55671
