year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31995.19,731525.32,573936.25,46050.31,790845.01,674057.49
2018,34429.14,786921.32,614166.11,48013.78,824291.33,705554.27
2019,37809.33,862834.35,668627.11,50765.11,870125.16,747941.74
2020,39457.04,899765.02,697203.63,52106.08,892422.71,770344.99
2021,40565.97,924385.46,713894.15,53013.47,907287.73,783176.58
2022,41408.81,942850.79,730238.51,53708.41,918436.51,796131.36
2023,41981.81,955161.02,742498.16,54186.14,925869.02,805932.16
2024,42464.18,965419.53,753432.87,54590.4,932062.78,814704.1
2025,43121.84,979781.46,763322.86,55132.5,940734.05,822283.55
2026,43720.37,994143.38,769203.23,55596.64,949405.32,826419.57
2027,44274.95,1006453.61,781690.0,56049.13,956837.83,836359.65
2028,44822.89,1018763.83,790167.14,56492.83,964270.34,842856.32
2029,45482.18,1033125.75,800057.14,57036.31,972941.61,850435.76
2030,45867.9,1041332.57,809886.71,57358.3,977896.62,858313.62
2031,46548.75,1057746.2,817011.42,57885.51,987806.64,863429.09
2032,,,826901.41,,,871008.53
2033,,,838204.27,,,879670.75
2034,,,849507.12,,,888332.97
2035,,,862433.49,,,898542.63
2036,,,882810.65,,,914738.65
