year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,205170.36498,151826.070085
2018,205170.36498,151826.070085
2019,205170.36498,151826.070085
2020,205170.36498,151826.070085
2021,205170.36498,151826.070085
2022,205170.36498,151826.070085
2023,205170.36498,151826.070085
2024,205170.36498,151826.070085
2025,205170.36498,151826.070085
2026,205170.36498,151826.070085
2027,205170.36498,151826.070085
2028,205170.36498,151826.070085
2029,205170.36498,151826.070085
2030,205170.36498,151826.070085
2031,205170.36498,151826.070085
