year,Base case diesel consumed,Modeled non-residential ashp
2017,205170.36498,143619.255547
2018,205170.36498,143619.255547
2019,205170.36498,143619.255547
2020,205170.36498,143619.255547
2021,205170.36498,143619.255547
2022,205170.36498,143619.255547
2023,205170.36498,143619.255547
2024,205170.36498,143619.255547
2025,205170.36498,143619.255547
2026,205170.36498,143619.255547
2027,205170.36498,143619.255547
2028,205170.36498,143619.255547
2029,205170.36498,143619.255547
2030,205170.36498,143619.255547
2031,205170.36498,143619.255547
