year,Base case diesel consumed,Modeled wind power
2019,229959.181596,162973.001568
2020,230483.347754,163497.167726
2021,230932.633032,163946.453005
2022,231456.79919,164470.619163
2023,231980.965348,164994.785321
2024,232505.131506,165518.951479
2025,232954.416785,165968.236757
2026,232430.250627,165444.070599
2027,232580.012386,165593.832358
2028,232729.774146,165743.594118
2029,233104.178544,166117.998516
2030,233478.582943,166492.402915
2031,232879.535905,165893.355877
2032,232954.416785,165968.236757
2033,232879.535905,165893.355877
2034,232954.416785,165968.236757
2035,233553.463822,166567.283795
2036,235051.081417,168064.901389
2037,235275.724056,168289.544028
2038,236024.532853,169038.352825
