year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,228686.21,8973.67,205170.36,136889.69
2018,228910.85,8976.55,205170.36,137622.35
2019,229959.18,8990.55,205170.36,138355.02
2020,230483.35,8997.25,205170.36,139087.68
2021,230932.63,9003.75,205170.36,139087.68
2022,231456.8,9010.82,205170.36,139820.34
2023,231980.97,9017.77,205170.36,140553.0
2024,232505.13,9024.46,205170.36,141285.67
2025,232954.42,9029.9,205170.36,141285.67
2026,232430.25,9022.97,205170.36,140553.0
2027,232580.01,9025.66,205170.36,141285.67
2028,232729.77,9026.95,205170.36,141285.67
2029,233104.18,9032.39,205170.36,141285.67
2030,233478.58,9037.2,205170.36,142018.33
2031,232879.54,9029.03,205170.36,141285.67
2032,232954.42,,,141285.67
2033,232879.54,,,141285.67
2034,232954.42,,,141285.67
2035,233553.46,,,142018.33
2036,235051.08,,,143483.65
