year,population
2003,815.0
2004,797.0
2005,774.0
2006,775.0
2007,774.0
2008,788.0
2009,808.0
2010,817.0
2011,815.0
2012,817.0
2013,820.0
2014,822.0
2015,824.0
2016,826.0
2017,832.0
2018,833.0
2019,838.0
2020,841.0
2021,843.0
2022,846.0
2023,848.0
2024,851.0
2025,853.0
2026,850.0
2027,851.0
2028,852.0
2029,854.0
2030,856.0
2031,853.0
2032,853.0
2033,853.0
2034,853.0
2035,856.0
2036,863.0
2037,864.0
2038,868.0
2039,871.0
2040,875.0
