year,Base case diesel consumed,Modeled residential energy efficiency
2017,136889.69154,119340.814811
2018,137622.353819,120073.47709
2019,138355.016098,120806.139369
2020,139087.678377,121538.801648
2021,139087.678377,121538.801648
2022,139820.340656,122271.463927
2023,140553.002935,123004.126206
2024,141285.665214,123736.788485
2025,141285.665214,123736.788485
2026,140553.002935,123004.126206
2027,141285.665214,123736.788485
2028,141285.665214,123736.788485
2029,141285.665214,123736.788485
2030,142018.327493,124469.450764
2031,141285.665214,123736.788485
2032,141285.665214,123736.788485
2033,141285.665214,123736.788485
2034,141285.665214,123736.788485
2035,142018.327493,124469.450764
2036,143483.652051,125934.775322
