year,Base case diesel consumed,Modeled residential energy efficiency
2017,12063.0369978,10722.6949976
2018,12063.0369978,10722.6949976
2019,12652.023881,11311.6818807
2020,12652.023881,11311.6818807
2021,12652.023881,11311.6818807
2022,12652.023881,11311.6818807
2023,12652.023881,11311.6818807
2024,13241.0107641,11900.6687639
2025,13241.0107641,11900.6687639
2026,13241.0107641,11900.6687639
2027,13241.0107641,11900.6687639
2028,13829.9976473,12489.655647
2029,13829.9976473,12489.655647
2030,13829.9976473,12489.655647
2031,13829.9976473,12489.655647
2032,13829.9976473,12489.655647
2033,13829.9976473,12489.655647
2034,13829.9976473,12489.655647
2035,14418.9845304,13078.6425302
2036,14418.9845304,13078.6425302
