year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,40562.8127226,30016.4814148
2018,40562.8127226,30016.4814148
2019,40562.8127226,30016.4814148
2020,40562.8127226,30016.4814148
2021,40562.8127226,30016.4814148
2022,40562.8127226,30016.4814148
2023,40562.8127226,30016.4814148
2024,40562.8127226,30016.4814148
2025,40562.8127226,30016.4814148
2026,40562.8127226,30016.4814148
2027,40562.8127226,30016.4814148
2028,40562.8127226,30016.4814148
2029,40562.8127226,30016.4814148
2030,40562.8127226,30016.4814148
2031,40562.8127226,30016.4814148
