year,Base case cost,Modeled diesel efficiency
2019,116809.632028,273274.980023
2020,121176.718391,277245.058534
2021,124469.462364,280238.462146
2022,126194.342354,281806.534864
2023,127465.465095,282962.100993
2024,128445.675401,283853.201271
2025,129544.433068,284852.071878
2026,131053.865022,286224.282745
2027,131832.17862,286931.840562
2028,133035.932322,288026.162108
2029,134501.989688,289358.941532
2030,134680.021144,289520.78831
2031,136116.546876,290826.720794
2032,137809.839092,292366.077354
2033,139488.365491,293892.010444
2034,140884.285226,295161.028385
2035,141733.448906,295932.995366
2036,143868.792769,297874.21706
2037,144701.344904,298631.082638
2038,146319.885171,300102.482881
