year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,40563.0,29992.9270407
2018,40563.0,29992.9270407
2019,40563.0,29992.9270407
2020,40563.0,29992.9270407
2021,40563.0,29992.9270407
2022,40563.0,29992.9270407
2023,40563.0,29992.9270407
2024,40563.0,29992.9270407
2025,40563.0,29992.9270407
2026,40563.0,29992.9270407
2027,40563.0,29992.9270407
2028,40563.0,29992.9270407
2029,40563.0,29992.9270407
2030,40563.0,29992.9270407
2031,40563.0,29992.9270407
2032,,
2033,,
2034,,
2035,,
2036,,
