year,Base case cost,Modeled non-residential energy efficiency
2017,313524.309866,309926.479878
2018,330681.69588,325786.844921
2019,353558.210566,346933.998312
2020,363852.642175,356450.217338
2021,371287.509447,363323.04219
2022,376434.725252,368081.151703
2023,379866.202455,371253.224711
2024,382725.76679,373896.618885
2025,386729.15686,377597.370728
2026,390732.54693,381298.122572
2027,394164.024133,384470.19558
2028,397595.501336,387642.268589
2029,401598.891406,391343.020432
2030,403886.542875,393457.735771
2031,407889.932945,397158.487615
