year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,332462370,652460
2004,,0,0,0,0,331385001,1683995
2005,,0,0,0,0,340443004,0
2006,,0,0,0,0,368666001,0
2007,,0,0,0,0,365365999,3747002
2008,,0,0,0,0,279888000,43971000
2009,,0,0,0,0,338282000,15448000
2010,,0,0,0,0,399573000,352000
2011,,0,0,0,0,385796000,3425000
2012,,0,0,0,0,429207000,822000
2013,,0,0,0,0,401169000,719000
2014,,0,0,0,0,424329000,199000
2015,start of forecast,0,0,0,0,416971000,0
2016,,0,0,0,0,417806000,0
2017,,0,0,0,0,418616000,0
2018,,0,0,0,0,419224000,0
2019,,0,0,0,0,419682000,0
2020,,0,0,0,0,420087000,0
2021,,0,0,0,0,420505000,0
2022,,0,0,0,0,420782000,0
2023,,0,0,0,0,420935000,0
2024,,0,0,0,0,421102000,0
2025,,0,0,0,0,421170000,0
2026,,0,0,0,0,421259000,0
2027,,0,0,0,0,421426000,0
2028,,0,0,0,0,421556000,0
2029,,0,0,0,0,421156000,0
2030,,0,0,0,0,420852000,0
2031,,0,0,0,0,420664000,0
2032,,0,0,0,0,420795000,0
2033,,0,0,0,0,421040000,0
2034,,0,0,0,0,421261000,0
2035,,0,0,0,0,421238000,0
2036,,0,0,0,0,421133000,0
2037,,0,0,0,0,420911000,0
2038,,0,0,0,0,420698000,0
2039,,0,0,0,0,420682000,0
2040,,0,0,0,0,420748000,0
