year,Base case diesel consumed,Modeled residential ashp
2017,19246392.0,8454888.69151
2018,19312594.0,8521090.69151
2019,19361148.0,8569644.69151
2020,19405283.0,8613779.69151
2021,19450522.0,8659018.69151
2022,19480314.0,8688810.69151
2023,19496865.0,8705361.69151
2024,19515619.0,8724115.69151
2025,19522244.0,8730740.69151
2026,19532173.0,8740669.69151
2027,19549829.0,8758325.69151
2028,19564172.0,8772668.69151
2029,19521138.0,8729634.69151
2030,19488038.0,8696534.69151
2031,19468173.0,8676669.69151
