year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,307588000.0,131006000.0,176582000.0
2004,,307512000.0,130627000.0,176885000.0
2005,,313347000.0,132002000.0,181345000.0
2006,,346840000.0,140516000.0,206324000.0
2007,,344761000.0,142018000.0,202743000.0
2008,,310176000.0,128495000.0,181681000.0
2009,,346506000.0,130203000.0,216303000.0
2010,,370843000.0,131097000.0,239746000.0
2011,,364710000.0,139936000.0,224774000.0
2012,,399144000.0,142255000.0,256889000.0
2013,,377005000.0,141237000.0,235768000.0
2014,,399492000.0,141151000.0,258341000.0
2015,start of forecast,390186381.0,139853714.0,250332667.0
2016,,390967257.0,140634591.0,250332667.0
2017,,391725997.0,141393330.0,250332667.0
2018,,392294773.0,141962106.0,250332667.0
2019,,392722731.0,142390065.0,250332667.0
2020,,393102511.0,142769844.0,250332667.0
2021,,393493228.0,143160561.0,250332667.0
2022,,393751945.0,143419278.0,250332667.0
2023,,393895887.0,143563221.0,250332667.0
2024,,394052033.0,143719366.0,250332667.0
2025,,394115466.0,143782799.0,250332667.0
2026,,394198766.0,143866099.0,250332667.0
2027,,394354614.0,144021947.0,250332667.0
2028,,394476829.0,144144162.0,250332667.0
2029,,394102593.0,143769927.0,250332667.0
2030,,393817610.0,143484943.0,250332667.0
2031,,393641784.0,143309117.0,250332667.0
2032,,393764148.0,143431481.0,250332667.0
2033,,393993511.0,143660844.0,250332667.0
2034,,394200477.0,143867810.0,250332667.0
2035,,394178899.0,143846232.0,250332667.0
2036,,394080829.0,143748162.0,250332667.0
2037,,393872895.0,143540229.0,250332667.0
2038,,393673481.0,143340815.0,250332667.0
2039,,393658451.0,143325784.0,250332667.0
2040,,393720731.0,143388064.0,250332667.0
