year,Base case cost,Modeled non-residential energy efficiency
2017,45470222.4929,47035426.4061
2018,47980066.635,49362100.4313
2019,51493848.434,52696471.4349
2020,53250739.3335,54278997.446
2021,54421999.9332,55280253.2639
2022,55258614.6472,55951001.9593
2023,55927906.4184,56458389.38
2024,56429875.2469,56802324.6435
2025,57015505.5467,57233577.3671
2026,57768458.7893,57835680.334
2027,58437750.5606,58357690.5347
2028,58939719.389,58715905.8585
2029,59609011.1602,59244723.4074
2030,60027318.5173,59525967.0765
2031,60863933.2313,60228515.5307
