year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,243573.956168,180244.727564
2018,243573.956168,180244.727564
2019,243573.956168,180244.727564
2020,243573.956168,180244.727564
2021,243573.956168,180244.727564
2022,243573.956168,180244.727564
2023,243573.956168,180244.727564
2024,243573.956168,180244.727564
2025,243573.956168,180244.727564
2026,243573.956168,180244.727564
2027,243573.956168,180244.727564
2028,243573.956168,180244.727564
2029,243573.956168,180244.727564
2030,243573.956168,180244.727564
2031,243573.956168,180244.727564
