year,Base case cost,Modeled diesel efficiency
2019,1228442.93919,1497854.05891
2020,1276609.98039,1532710.53402
2021,1304275.08631,1549138.22392
2022,1316921.7697,1552117.23383
2023,1318616.33196,1545339.41001
2024,1315790.33348,1534646.94646
2025,1316089.71695,1526986.13085
2026,1318842.4896,1521741.59834
2027,1316339.20317,1511900.4018
2028,1309516.88903,1498310.13247
2029,1311966.39012,1493321.94614
2030,1303531.16376,1478607.65479
2031,1302417.872,1470714.80595
2032,1298709.92353,1460624.44622
2033,1293460.99263,1449290.68162
2034,1286952.31831,1436965.49284
2035,1271624.14406,1416772.76927
2036,1264359.8829,1404057.54812
2037,1249062.81342,1384183.00869
2038,1239931.6177,1370053.68666
