year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,386800.85,11208.93,243573.96,163471.1
2018,379996.68,11219.73,243573.96,165657.22
2019,373386.91,11230.14,243573.96,167843.34
2020,366841.95,11240.41,243573.96,170029.46
2021,360296.99,11250.69,243573.96,172215.57
2022,354011.23,11260.64,243573.96,174401.69
2023,347919.88,11270.21,243573.96,176587.81
2024,341763.72,11279.94,243573.96,178773.93
2025,335737.17,11289.35,243573.96,180960.05
2026,329710.62,11298.9,243573.96,183146.16
2027,323424.87,11308.77,243573.96,185332.28
2028,317074.31,11318.8,243573.96,187518.4
2029,311630.97,11327.39,243573.96,189704.52
2030,305993.23,11336.2,243573.96,191890.63
2031,300096.28,11345.55,243573.96,194076.75
2032,293162.51,11356.43,243573.96,196262.87
2033,286163.94,11367.45,243573.96,198448.99
2034,279165.36,11378.53,243573.96,201728.16
2035,272296.39,11389.36,243573.96,203914.28
2036,265621.82,11399.79,243573.96,206100.4
2037,259141.66,11410.05,243573.96,208286.52
2038,252531.9,11420.48,243573.96,210472.63
2039,245533.32,11431.5,243573.96,213751.81
2040,238145.94,11443.1,243573.96,215937.93
